Log Time;Windspeed (ref);RPM;Voltage In;Voltage L1;Voltage L2;Current out;Power out;Power reg;T1;T2;T3;Event count;Last event code;Turbine status;Grid status;System status
2022:08:16:00:05:42,537;0;0;22.9;131.0;132.3;0.16;0;0;20.2;19.9;18.2;13317;107;1;0;0
2022:08:16:00:06:03,861;0;0;22.9;130.8;132.3;0.16;0;0;20.2;19.9;18.2;13317;107;1;0;0
2022:08:16:00:12:20,154;0;0;22.9;131.0;132.1;0.16;0;0;20.1;19.8;18.1;13317;107;1;0;0
2022:08:16:00:14:53,495;0;0;23.0;131.2;132.4;0.16;0;0;20.0;19.8;18.1;13317;107;1;0;0
2022:08:16:00:15:01,317;0;0;23.0;131.2;132.9;0.16;0;0;20.0;19.8;18.1;13317;107;1;0;0
2022:08:16:00:18:52,170;0;0;23.0;131.2;132.9;0.16;0;0;20.0;19.7;18.0;13317;107;1;0;0
2022:08:16:00:19:47,738;0;0;23.0;131.2;132.4;0.16;0;0;20.0;19.7;18.0;13317;107;1;0;0
2022:08:16:00:20:00,340;0;0;23.0;131.2;132.4;0.14;0;0;20.0;19.7;18.0;13317;107;1;0;0
2022:08:16:00:21:12,371;0;0;23.0;131.5;132.7;0.16;0;0;20.0;19.7;18.0;13317;107;1;0;0
2022:08:16:00:22:01,237;0;0;23.0;131.5;132.9;0.16;0;0;20.0;19.7;18.0;13317;107;1;0;0
2022:08:16:00:23:26,849;0;0;23.0;131.5;132.7;0.16;0;0;19.9;19.6;17.9;13317;107;1;0;0
2022:08:16:00:24:08,255;0;0;23.0;131.5;132.9;0.16;0;0;19.9;19.6;17.9;13317;107;1;0;0
2022:08:16:00:25:22,925;0;0;23.0;131.7;133.3;0.16;0;0;19.9;19.6;17.9;13317;107;1;0;0
2022:08:16:00:26:04,253;0;0;23.0;131.5;132.9;0.16;0;0;19.9;19.6;17.9;13317;107;1;0;0
2022:08:16:00:27:00,480;0;0;23.0;131.5;132.7;0.16;0;0;19.9;19.6;17.9;13317;107;1;0;0
2022:08:16:00:35:59,489;0;0;23.0;131.5;132.7;0.16;0;0;19.8;19.5;17.8;13317;107;1;0;0
2022:08:16:00:36:01,830;0;0;23.0;131.5;132.9;0.16;0;0;19.8;19.5;17.8;13317;107;1;0;0
2022:08:16:00:37:19,289;0;0;23.0;131.5;133.2;0.16;0;0;19.7;19.5;17.8;13317;107;1;0;0
2022:08:16:00:38:01,779;0;0;23.0;131.7;133.0;0.16;0;0;19.7;19.4;17.8;13317;107;1;0;0
2022:08:16:00:39:01,754;0;0;23.0;131.7;133.0;0.16;0;0;19.7;19.4;17.8;13317;107;1;0;0
2022:08:16:00:40:42,947;0;0;23.0;131.7;133.0;0.14;0;0;19.7;19.4;17.7;13317;107;1;0;0
2022:08:16:00:41:01,010;0;0;23.0;131.7;133.3;0.14;0;0;19.7;19.4;17.7;13317;107;1;0;0
2022:08:16:00:42:34,743;0;0;23.0;131.9;133.3;0.16;0;0;19.7;19.4;17.7;13317;107;1;0;0
2022:08:16:00:43:05,468;0;0;23.0;131.7;133.3;0.14;0;0;19.7;19.4;17.7;13317;107;1;0;0
2022:08:16:00:44:09,016;0;0;23.0;131.7;133.0;0.16;0;0;19.7;19.4;17.7;13317;107;1;0;0
2022:08:16:00:45:01,224;0;0;23.0;131.7;133.3;0.16;0;0;19.6;19.4;17.7;13317;107;1;0;0
2022:08:16:00:47:31,106;0;0;23.0;131.9;133.1;0.16;0;0;19.6;19.4;17.6;13317;107;1;0;0
2022:08:16:00:48:07,091;0;0;23.0;131.9;133.1;0.16;0;0;19.6;19.4;17.6;13317;107;1;0;0
2022:08:16:00:49:08,679;0;0;23.0;131.9;133.3;0.16;0;0;19.6;19.4;17.6;13317;107;1;0;0
2022:08:16:00:50:02,567;0;0;23.0;131.9;133.3;0.16;0;0;19.6;19.4;17.6;13317;107;1;0;0
2022:08:16:00:51:39,160;0;0;23.0;132.1;133.6;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:52:00,744;0;0;23.0;132.1;133.6;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:53:01,053;0;0;23.0;132.1;133.9;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:54:01,701;0;0;23.0;130.6;131.7;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:55:00,910;0;0;22.8;130.6;131.9;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:56:00,158;0;0;22.8;130.6;131.7;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:57:03,507;0;0;22.8;130.6;131.9;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:58:01,176;0;0;22.8;130.4;131.7;0.16;0;0;19.5;19.3;17.5;13317;107;1;0;0
2022:08:16:00:59:00,804;0;0;22.8;130.6;131.9;0.16;0;0;19.5;19.3;17.4;13317;107;1;0;0
2022:08:16:01:00:08,793;0;0;22.8;130.6;131.9;0.16;0;0;19.4;19.3;17.4;13317;107;1;0;0
2022:08:16:01:01:00,361;0;0;22.8;130.8;132.3;0.16;0;0;19.4;19.3;17.4;13317;107;1;0;0
2022:08:16:01:02:03,230;0;0;22.8;130.6;131.7;0.16;0;0;19.4;19.2;17.4;13317;107;1;0;0
2022:08:16:01:03:01,478;0;0;22.8;130.4;131.7;0.16;0;0;19.4;19.2;17.4;13317;107;1;0;0
2022:08:16:01:04:01,947;0;0;22.8;130.6;131.9;0.16;0;0;19.4;19.2;17.4;13317;107;1;0;0
2022:08:16:01:05:01,195;0;0;22.8;130.6;131.9;0.16;0;0;19.4;19.2;17.3;13317;107;1;0;0
2022:08:16:01:06:00,084;0;0;22.8;130.8;132.1;0.16;0;0;19.4;19.2;17.3;13317;107;1;0;0
2022:08:16:01:07:27,638;0;0;22.8;130.6;131.9;0.16;0;0;19.4;19.1;17.3;13317;107;1;0;0
2022:08:16:01:08:00,761;0;0;22.8;130.8;131.7;0.16;0;0;19.4;19.1;17.3;13317;107;1;0;0
2022:08:16:01:09:02,990;0;0;22.8;130.8;132.1;0.17;0;0;19.4;19.1;17.3;13317;107;1;0;0
2022:08:16:01:10:28,762;0;0;22.8;130.8;132.1;0.16;0;0;19.4;19.1;17.3;13317;107;1;0;0
2022:08:16:01:11:00,527;0;0;22.8;130.8;132.1;0.16;0;0;19.3;19.1;17.3;13317;107;1;0;0
2022:08:16:01:12:14,237;0;0;22.8;130.8;131.7;0.16;0;0;19.3;19.1;17.2;13317;107;1;0;0
2022:08:16:01:13:32,332;0;0;22.8;130.8;132.3;0.16;0;0;19.3;19.0;17.2;13317;107;1;0;0
2022:08:16:01:14:14,895;0;0;22.8;130.8;132.1;0.16;0;0;19.3;19.0;17.2;13317;107;1;0;0
2022:08:16:01:16:14,191;0;0;22.8;130.6;131.7;0.16;0;0;19.3;19.0;17.2;13317;107;1;0;0
2022:08:16:01:17:00,038;0;0;22.8;130.6;131.9;0.16;0;0;19.3;19.0;17.2;13317;107;1;0;0
2022:08:16:01:19:13,917;0;0;22.8;130.8;132.3;0.16;0;0;19.2;18.9;17.2;13317;107;1;0;0
2022:08:16:01:27:34,269;0;0;22.9;131.0;132.3;0.16;0;0;19.1;18.8;17.2;13317;107;1;0;0
2022:08:16:01:28:01,473;0;0;22.9;131.0;132.3;0.16;0;0;19.1;18.8;17.2;13317;107;1;0;0
2022:08:16:01:30:25,193;0;0;22.9;131.0;132.1;0.16;0;0;19.1;18.8;17.2;13317;107;1;0;0
2022:08:16:01:31:31,723;0;0;22.8;130.8;132.3;0.16;0;0;19.1;18.8;17.1;13317;107;1;0;0
2022:08:16:01:32:43,132;0;0;22.8;130.8;132.1;0.16;0;0;19.1;18.8;17.1;13317;107;1;0;0
2022:08:16:01:33:22,358;0;0;22.8;130.8;132.3;0.17;0;0;19.1;18.8;17.1;13317;107;1;0;0
2022:08:16:01:34:01,804;0;0;22.8;130.8;132.1;0.16;0;0;19.0;18.8;17.1;13317;107;1;0;0
2022:08:16:01:35:36,898;0;0;22.8;131.0;132.3;0.16;0;0;19.0;18.8;17.1;13317;107;1;0;0
2022:08:16:01:36:01,461;0;0;22.9;131.0;132.3;0.17;0;0;19.0;18.8;17.1;13317;107;1;0;0
2022:08:16:01:37:07,590;0;0;22.8;130.8;132.3;0.16;0;0;19.0;18.8;17.1;13317;107;1;0;0
2022:08:16:01:38:00,639;0;0;22.9;131.0;132.3;0.16;0;0;19.0;18.7;17.1;13317;107;1;0;0
2022:08:16:01:39:00,587;0;0;22.9;130.8;132.1;0.16;0;0;19.0;18.7;17.1;13317;107;1;0;0
2022:08:16:01:40:00,755;0;0;22.9;131.0;132.6;0.16;0;0;19.0;18.7;17.1;13317;107;1;0;0
2022:08:16:01:41:20,587;0;0;22.9;130.8;132.1;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:42:01,233;0;0;22.9;131.0;132.1;0.16;0;0;19.0;18.8;17.1;13317;107;1;0;0
2022:08:16:01:43:00,701;0;0;22.9;131.0;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:44:00,610;0;0;22.9;131.0;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:45:02,058;0;0;22.9;130.8;132.1;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:46:01,667;0;0;22.9;130.8;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:47:37,463;0;0;22.8;130.8;132.1;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:48:46,590;0;0;22.8;130.8;132.1;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:49:00,152;0;0;22.8;130.8;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:50:08,422;0;0;22.8;130.8;132.1;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:51:00,690;0;0;22.8;130.8;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:52:00,077;0;0;22.9;130.8;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:53:00,947;0;0;22.9;130.8;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:54:13,597;0;0;22.9;131.0;132.3;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:55:00,183;0;0;22.9;131.0;132.1;0.16;0;0;19.0;18.8;17.2;13317;107;1;0;0
2022:08:16:01:56:50,139;0;0;22.9;130.8;132.1;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:01:57:13,182;0;0;22.9;130.8;132.3;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:01:58:25,573;0;0;22.9;130.8;132.1;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:01:59:07,399;0;0;22.9;130.8;131.7;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:02:00:01,267;0;0;22.9;131.0;132.3;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:02:01:49,862;0;0;22.9;130.8;131.7;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:02:02:00,644;0;0;22.9;130.8;132.3;0.16;0;0;19.0;18.7;17.2;13317;107;1;0;0
2022:08:16:02:03:00,753;0;0;22.9;131.0;132.6;0.16;0;0;18.9;18.7;17.1;13317;107;1;0;0
2022:08:16:02:04:20,125;0;0;22.9;131.0;132.1;0.17;0;0;18.9;18.7;17.1;13317;107;1;0;0
2022:08:16:02:05:07,610;0;0;22.9;130.8;132.3;0.16;0;0;18.9;18.7;17.1;13317;107;1;0;0
2022:08:16:02:06:20,400;0;0;22.8;131.0;132.3;0.17;0;0;18.9;18.6;17.1;13317;107;1;0;0
2022:08:16:02:07:19,829;0;0;22.8;130.8;131.7;0.16;0;0;18.9;18.6;17.1;13317;107;1;0;0
2022:08:16:02:08:27,219;0;0;22.8;130.8;132.3;0.17;0;0;18.9;18.6;17.1;13317;107;1;0;0
2022:08:16:02:09:51,111;0;0;22.8;130.8;132.1;0.16;0;0;18.9;18.6;17.1;13317;107;1;0;0
2022:08:16:02:10:01,613;0;0;22.8;130.8;132.3;0.16;0;0;18.9;18.6;17.1;13317;107;1;0;0
2022:08:16:02:11:57,569;0;0;22.8;130.8;132.1;0.17;0;0;18.9;18.6;17.0;13317;107;1;0;0
2022:08:16:02:14:18,750;0;0;22.8;130.8;132.1;0.16;0;0;18.8;18.6;17.0;13317;107;1;0;0
2022:08:16:02:15:24,158;0;0;22.8;130.8;132.3;0.16;0;0;18.8;18.6;17.0;13317;107;1;0;0
2022:08:16:02:16:01,204;0;0;22.8;130.8;132.3;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:17:11,754;0;0;22.8;130.8;132.3;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:18:00,841;0;0;22.9;130.8;132.3;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:19:19,192;0;0;22.9;130.8;132.3;0.17;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:20:00,557;0;0;22.8;130.8;131.7;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:21:00,687;0;0;22.8;130.8;132.1;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:22:00,975;0;0;22.8;130.8;132.1;0.17;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:23:00,523;0;0;22.8;130.8;132.5;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:24:03,432;0;0;22.9;130.8;132.1;0.16;0;0;18.8;18.5;16.9;13317;107;1;0;0
2022:08:16:02:25:00,660;0;0;22.9;130.8;132.1;0.16;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:26:03,589;0;0;22.8;131.0;132.1;0.16;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:27:00,978;0;0;22.9;131.0;132.6;0.17;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:28:28,170;0;0;22.9;130.8;132.1;0.16;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:29:00,034;0;0;22.9;130.8;132.3;0.16;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:30:01,104;0;0;22.8;130.8;132.1;0.16;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:31:00,992;0;0;22.8;130.8;132.5;0.16;0;0;18.7;18.5;16.9;13317;107;1;0;0
2022:08:16:02:32:26,405;0;0;22.8;130.8;132.1;0.16;0;0;18.7;18.4;16.8;13317;107;1;0;0
2022:08:16:02:33:00,930;0;0;22.8;130.8;131.7;0.16;0;0;18.7;18.4;16.8;13317;107;1;0;0
2022:08:16:02:34:01,978;0;0;22.8;131.0;132.3;0.16;0;0;18.7;18.4;16.8;13317;107;1;0;0
2022:08:16:02:35:01,627;0;0;22.8;130.8;132.3;0.16;0;0;18.7;18.4;16.8;13317;107;1;0;0
2022:08:16:02:36:00,294;0;0;22.9;130.8;132.1;0.17;0;0;18.7;18.4;16.8;13317;107;1;0;0
2022:08:16:02:37:00,723;0;0;22.9;130.8;132.3;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:38:09,753;0;0;22.9;130.8;132.1;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:39:00,840;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:40:00,329;0;0;22.8;131.0;132.3;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:41:00,417;0;0;22.9;131.0;132.6;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:42:00,506;0;0;22.8;131.0;132.3;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:43:01,415;0;0;22.9;131.0;132.3;0.14;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:44:20,406;0;0;22.8;130.8;131.7;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:45:58,784;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:46:01,244;0;0;22.9;131.0;132.1;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:47:07,980;0;0;22.9;131.0;132.1;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:48:14,916;0;0;22.9;131.0;132.1;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:49:10,011;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:50:28,349;0;0;22.9;131.0;132.3;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:51:00,234;0;0;22.9;131.2;132.1;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:52:02,742;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:53:01,471;0;0;22.9;131.0;132.6;0.17;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:54:02,379;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:55:01,288;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:56:00,736;0;0;22.9;131.2;132.4;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:57:00,964;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:02:58:07,894;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:03:00:30,694;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:01:01,058;0;0;22.9;131.0;132.6;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:02:00,627;0;0;22.9;131.0;132.1;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:03:41,962;0;0;22.9;131.2;132.7;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:04:10,006;0;0;22.9;131.2;132.4;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:05:23,376;0;0;22.9;131.0;132.1;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:06:00,481;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:07:05,851;0;0;22.9;131.2;132.4;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:08:00,218;0;0;22.9;131.0;132.3;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:09:09,929;0;0;22.9;131.0;132.3;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:10:00,816;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:11:00,364;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:12:00,853;0;0;22.9;131.2;132.7;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:13:00,381;0;0;22.9;131.0;132.6;0.17;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:03:14:00,090;0;0;22.9;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:15:00,298;0;0;22.9;131.0;132.1;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:16:01,468;0;0;22.9;131.0;132.3;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:17:00,976;0;0;22.9;131.0;132.6;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:18:01,204;0;0;22.9;131.0;132.1;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:19:00,373;0;0;22.9;131.2;132.4;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:20:37,427;0;0;22.9;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:21:02,252;0;0;22.9;131.2;132.4;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:22:00,078;0;0;22.9;131.2;132.7;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:23:02,028;0;0;22.9;131.0;132.3;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:24:07,037;0;0;22.9;131.0;132.6;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:25:00,164;0;0;22.9;131.0;132.6;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:26:00,293;0;0;22.9;131.2;132.1;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:27:06,322;0;0;22.9;131.2;132.4;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:28:00,290;0;0;22.9;131.0;132.6;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:29:01,058;0;0;22.9;131.0;132.3;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:30:00,667;0;0;22.9;131.0;132.3;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:31:28,040;0;0;22.9;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:32:00,284;0;0;22.9;131.2;132.4;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:33:00,333;0;0;22.9;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:34:00,081;0;0;22.9;131.2;132.9;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:36:12,381;0;0;23.0;131.2;132.7;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:37:00,667;0;0;23.0;131.2;132.4;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:38:00,656;0;0;22.9;131.2;132.9;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:39:08,766;0;0;22.9;131.2;132.7;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:40:08,394;0;0;22.9;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:41:01,802;0;0;22.9;131.2;132.7;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:42:00,470;0;0;22.9;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:43:15,022;0;0;22.9;131.2;132.7;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:44:01,687;0;0;22.9;131.5;132.7;0.16;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:45:00,975;0;0;23.0;131.2;132.4;0.14;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:46:01,004;0;0;23.0;131.2;132.7;0.17;0;0;18.5;18.4;16.9;13317;107;1;0;0
2022:08:16:03:47:00,873;0;0;23.0;131.2;132.7;0.16;0;0;18.5;18.4;17.0;13317;107;1;0;0
2022:08:16:03:48:02,222;0;0;22.9;131.2;132.4;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:49:01,090;0;0;23.0;131.5;132.5;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:50:02,219;0;0;23.0;131.2;132.4;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:51:00,127;0;0;23.0;131.5;132.7;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:52:01,836;0;0;23.0;131.2;132.7;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:53:01,144;0;0;23.0;131.2;132.9;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:54:00,773;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:55:01,181;0;0;22.9;131.2;132.7;0.17;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:56:14,532;0;0;22.9;131.2;132.4;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:57:00,218;0;0;22.9;131.2;132.1;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:58:02,188;0;0;22.9;131.2;132.7;0.17;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:03:59:20,118;0;0;23.0;131.2;132.4;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:04:00:04,186;0;0;23.0;131.2;132.7;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:04:01:00,253;0;0;23.0;131.2;132.7;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:04:02:01,141;0;0;22.9;131.2;132.7;0.17;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:04:03:00,690;0;0;22.9;131.2;132.4;0.16;0;0;18.6;18.4;17.0;13317;107;1;0;0
2022:08:16:04:04:17,981;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:05:01,367;0;0;22.9;131.0;132.1;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:06:02,336;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:07:02,605;0;0;22.9;131.2;132.4;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:08:00,513;0;0;23.0;131.2;132.7;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:09:00,981;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:10:01,410;0;0;22.9;131.0;132.3;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:11:00,518;0;0;22.9;131.2;132.7;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:12:00,727;0;0;22.8;131.0;132.1;0.16;0;0;18.6;18.4;16.9;13317;107;1;0;0
2022:08:16:04:13:00,395;0;0;22.9;131.0;132.3;0.12;0;0;18.6;18.4;16.8;13317;107;1;0;0
2022:08:16:04:14:00,084;0;0;22.9;131.2;132.4;0.16;0;0;18.5;18.4;16.8;13317;107;1;0;0
2022:08:16:04:15:26,818;0;0;22.9;131.2;132.7;0.16;0;0;18.5;18.3;16.8;13317;107;1;0;0
2022:08:16:04:16:00,701;0;0;22.9;131.2;132.1;0.16;0;0;18.5;18.3;16.8;13317;107;1;0;0
2022:08:16:04:17:00,530;0;0;23.0;131.5;132.5;0.17;0;0;18.5;18.3;16.8;13317;107;1;0;0
2022:08:16:04:18:00,858;0;0;23.0;131.2;132.7;0.17;0;0;18.5;18.3;16.8;13317;107;1;0;0
