Log Time;Windspeed (ref);RPM;Voltage In;Voltage L1;Voltage L2;Current out;Power out;Power reg;T1;T2;T3;Event count;Last event code;Turbine status;Grid status;System status
2022:08:16:21:07:00,482;4;118;101.1;131.2;131.7;0.56;60;58;21.9;22.0;18.5;13319;12;0;0;256
2022:08:16:21:08:00,491;3;101;87.8;131.0;131.9;0.55;20;19;22.0;22.0;18.4;13319;12;0;0;256
2022:08:16:21:09:00,479;3;95;84.4;131.0;131.5;0.56;3;4;21.9;22.0;18.4;13319;12;8;0;256
2022:08:16:21:10:00,568;2;66;61.0;131.0;132.1;0.16;0;0;21.9;21.9;18.4;13319;12;1;0;0
2022:08:16:21:11:00,596;3;101;88.3;131.2;131.9;0.56;16;17;21.8;21.8;18.4;13319;12;0;0;256
2022:08:16:21:12:00,665;3;93;80.3;131.2;131.7;0.55;7;9;21.8;21.9;18.4;13319;12;0;0;256
2022:08:16:21:13:01,433;3;159;139.7;131.7;132.3;0.6;88;91;21.8;22.0;18.4;13319;12;8;0;256
2022:08:16:21:14:01,462;2;87;76.2;131.2;131.7;0.56;2;2;21.9;22.0;18.4;13319;12;8;0;256
2022:08:16:21:15:01,491;3;91;82.4;131.0;131.3;0.56;1;3;21.9;22.0;18.4;13319;12;8;0;256
2022:08:16:21:16:01,479;2;65;60.3;130.8;132.1;0.16;0;0;21.9;21.9;18.3;13319;12;1;0;0
2022:08:16:21:17:00,008;4;122;105.0;131.5;131.9;0.57;68;70;21.8;21.7;18.4;13319;12;0;0;256
2022:08:16:21:18:00,076;2;52;52.6;131.0;131.9;0.17;0;0;21.9;21.8;18.3;13319;12;1;0;0
2022:08:16:21:19:00,025;4;142;120.8;131.7;132.5;0.71;133;136;21.6;21.6;18.4;13319;12;0;0;256
2022:08:16:21:20:00,114;3;106;91.9;131.2;131.7;0.55;24;26;21.7;21.7;18.3;13319;12;0;0;256
2022:08:16:21:21:00,882;4;142;122.2;131.9;132.8;0.7;132;136;21.8;21.9;18.3;13319;12;0;0;256
2022:08:16:21:22:00,851;4;123;105.6;131.9;132.5;0.57;70;70;21.8;21.9;18.3;13319;12;0;0;256
2022:08:16:21:23:00,899;6;207;173.6;132.4;134.1;2.01;451;451;21.9;22.1;18.3;13319;12;0;0;256
2022:08:16:21:24:00,948;3;119;102.5;131.9;132.8;0.56;55;58;22.1;22.1;18.3;13319;12;0;0;256
2022:08:16:21:25:01,016;3;97;85.3;131.9;132.5;0.56;13;14;22.0;22.0;18.3;13319;12;0;0;256
2022:08:16:21:26:01,065;3;98;91.7;131.5;132.5;0.17;0;14;21.7;21.8;18.3;13319;12;1;0;0
2022:08:16:21:27:01,113;3;106;92.4;131.5;132.5;0.55;28;29;21.7;21.6;18.3;13319;12;0;0;256
2022:08:16:21:28:01,162;2;76;67.6;131.5;132.5;0.56;0;0;21.8;21.6;18.3;13319;12;8;0;256
2022:08:16:21:29:01,211;3;136;117.7;131.7;132.5;0.56;49;51;21.7;21.6;18.3;13319;12;8;0;256
2022:08:16:21:30:01,239;2;74;67.2;131.7;132.3;0.57;0;0;21.8;21.6;18.3;13319;12;8;0;256
2022:08:16:21:31:00,568;5;171;148.0;132.4;133.2;0.95;201;199;21.8;21.6;18.3;13319;12;0;0;256
2022:08:16:21:32:00,102;5;184;156.2;132.4;134.4;1.39;309;311;21.9;21.7;18.3;13319;12;0;0;256
2022:08:16:21:33:01,337;6;188;156.8;132.6;133.9;1.47;328;330;22.0;22.0;18.3;13319;12;0;0;256
2022:08:16:21:34:01,371;4;151;128.7;132.4;133.6;0.81;164;168;22.1;22.0;18.3;13319;12;0;0;256
2022:08:16:21:35:01,406;5;170;143.0;132.8;134.5;1.09;239;244;22.0;21.9;18.3;13319;12;0;0;256
2022:08:16:21:36:00,941;4;132;113.2;132.1;133.4;0.62;103;103;22.0;21.8;18.3;13319;12;0;0;256
2022:08:16:21:37:01,029;5;158;134.9;132.8;134.0;0.93;196;194;22.0;21.8;18.3;13319;12;0;0;256
2022:08:16:21:38:01,458;3;121;103.9;132.4;133.2;0.57;67;67;22.0;21.7;18.3;13319;12;0;0;256
2022:08:16:21:39:01,546;4;125;106.6;132.8;133.4;0.59;81;79;21.9;21.7;18.3;13319;12;0;0;256
2022:08:16:21:40:00,094;2;80;72.7;131.0;131.9;0.56;0;1;21.9;21.9;18.3;13319;12;8;0;256
2022:08:16:21:41:00,122;3;118;103.8;131.0;131.5;0.55;24;26;21.8;21.9;18.3;13319;12;8;0;256
2022:08:16:21:42:01,512;3;133;115.8;130.8;132.1;0.55;46;48;21.8;21.7;18.3;13319;12;8;0;256
2022:08:16:21:43:00,040;3;90;79.3;130.6;131.5;0.56;3;3;21.8;21.9;18.3;13319;12;8;0;256
2022:08:16:21:44:00,128;3;155;135.3;130.8;131.5;0.58;81;84;21.7;21.9;18.3;13319;12;8;0;256
2022:08:16:21:45:00,198;3;157;136.6;130.8;132.1;0.6;87;87;21.7;21.9;18.3;13319;12;8;0;256
2022:08:16:21:46:00,286;4;171;147.6;131.0;132.3;0.69;127;128;21.7;21.9;18.3;13319;12;0;0;256
2022:08:16:21:47:00,355;4;137;116.8;130.8;131.7;0.66;116;119;22.0;22.1;18.3;13319;12;0;0;256
2022:08:16:21:48:00,423;4;156;134.8;131.0;132.1;0.9;186;188;22.0;22.2;18.3;13319;12;0;0;256
2022:08:16:21:49:00,512;3;119;102.6;130.8;131.7;0.56;58;61;22.0;22.1;18.3;13319;12;0;0;256
2022:08:16:21:50:00,521;3;96;83.9;130.8;131.0;0.56;14;13;21.9;22.0;18.3;13319;12;0;0;256
2022:08:16:21:51:00,629;4;142;121.2;131.2;132.1;0.71;135;136;21.8;22.0;18.3;13319;12;0;0;256
2022:08:16:21:52:00,678;3;83;72.2;130.8;131.7;0.56;1;3;21.8;22.0;18.3;13319;12;0;0;256
2022:08:16:21:53:00,646;3;121;107.2;130.6;131.5;0.16;0;67;21.5;21.6;18.2;13319;12;0;0;0
2022:08:16:21:54:00,695;3;117;100.9;130.8;131.5;0.56;55;58;21.6;21.6;18.3;13319;12;0;0;256
2022:08:16:21:55:00,723;2;82;76.4;130.4;131.1;0.16;0;3;21.6;21.6;18.2;13319;12;1;0;0
2022:08:16:21:56:00,772;3;120;103.3;131.2;132.1;0.56;61;64;21.5;21.6;18.3;13319;12;0;0;256
2022:08:16:21:57:00,841;3;102;89.6;130.8;131.7;0.55;20;20;21.6;21.7;18.3;13319;12;0;0;256
2022:08:16:21:58:00,869;5;171;142.7;131.2;132.9;1.15;250;250;21.6;21.7;18.3;13319;12;0;0;256
2022:08:16:21:59:00,978;3;111;95.8;131.2;131.7;0.55;34;35;21.7;21.7;18.2;13319;12;0;0;256
2022:08:16:22:00:01,026;5;172;144.6;131.5;132.9;1.18;258;255;21.7;21.8;18.3;13319;12;0;0;256
2022:08:16:22:01:00,254;5;173;144.8;131.5;132.9;1.19;260;259;21.8;21.7;18.3;13319;12;0;0;256
2022:08:16:22:02:00,302;3;117;100.6;131.5;132.5;0.56;54;55;21.8;21.6;18.3;13319;12;0;0;256
2022:08:16:22:03:00,371;3;113;98.4;131.0;132.3;0.55;42;43;21.8;21.4;18.2;13319;12;0;0;256
2022:08:16:22:04:00,400;3;110;95.9;131.2;132.1;0.53;32;35;21.7;21.4;18.2;13319;12;0;0;256
2022:08:16:22:05:00,388;4;134;114.9;131.5;132.7;0.64;107;110;21.7;21.6;18.2;13319;12;0;0;256
2022:08:16:22:06:00,397;3;115;99.4;131.5;132.1;0.56;50;50;21.7;21.6;18.2;13319;12;0;0;256
2022:08:16:22:07:01,266;4;180;156.2;131.5;132.1;0.69;130;130;21.6;21.5;18.2;13319;12;8;0;256
2022:08:16:22:08:01,295;3;116;101.1;131.2;132.1;0.55;23;24;21.7;21.4;18.2;13319;12;8;0;256
2022:08:16:22:09:01,383;2;80;71.9;131.2;132.1;0.57;0;1;21.7;21.4;18.2;13319;12;8;0;256
2022:08:16:22:10:01,512;3;125;109.3;131.5;131.9;0.55;35;37;21.6;21.4;18.2;13319;12;8;0;256
2022:08:16:22:11:01,460;2;59;55.0;131.2;132.7;0.14;0;0;21.7;21.5;18.2;13319;12;1;0;0
2022:08:16:22:12:01,489;1;29;42.1;131.2;132.4;0.16;0;0;21.4;21.4;18.2;13319;12;1;0;0
2022:08:16:22:13:00,017;0;0;33.4;131.5;132.7;0.16;0;0;21.3;21.3;18.2;13319;12;1;0;0
2022:08:16:22:14:00,045;1;33;33.3;131.5;132.7;0.16;0;0;21.2;21.2;18.2;13319;12;1;0;0
2022:08:16:22:15:00,094;0;0;30.2;130.6;131.5;0.16;0;0;21.1;21.1;18.2;13319;12;1;0;0
2022:08:16:22:16:00,122;0;0;25.7;130.6;131.7;0.16;0;0;21.0;21.0;18.2;13319;12;1;0;0
2022:08:16:22:17:00,151;1;21;26.6;130.4;131.4;0.16;0;0;20.9;20.9;18.2;13319;12;1;0;0
2022:08:16:22:18:00,140;1;25;30.2;130.4;131.7;0.16;0;0;20.9;20.9;18.2;13319;12;1;0;0
2022:08:16:22:19:00,208;0;5;28.9;130.4;131.7;0.14;0;0;20.8;20.8;18.1;13319;12;1;0;0
2022:08:16:22:20:00,217;0;0;25.7;130.6;131.9;0.16;0;0;20.8;20.8;18.1;13319;12;1;0;0
2022:08:16:22:21:00,185;0;0;23.7;130.6;131.7;0.16;0;0;20.7;20.7;18.1;13319;12;1;0;0
2022:08:16:22:22:00,134;0;0;23.0;130.4;131.4;0.16;0;0;20.7;20.7;18.1;13319;12;1;0;0
2022:08:16:22:23:00,202;0;0;22.9;130.6;131.9;0.16;0;0;20.7;20.6;18.1;13319;12;1;0;0
2022:08:16:22:24:00,211;0;0;24.3;130.6;131.5;0.16;0;0;20.6;20.6;18.0;13319;12;1;0;0
2022:08:16:22:25:00,279;1;21;26.3;130.6;131.7;0.16;0;0;20.6;20.6;18.0;13319;12;1;0;0
2022:08:16:22:26:00,228;1;46;42.2;130.6;131.5;0.16;0;0;20.5;20.5;18.0;13319;12;1;0;0
2022:08:16:22:27:00,217;3;106;92.1;130.8;131.3;0.55;28;29;20.6;20.5;17.9;13319;12;0;0;256
2022:08:16:22:28:00,265;4;158;135.7;131.2;132.4;0.91;191;194;20.8;20.8;17.9;13319;12;0;0;256
2022:08:16:22:29:00,314;3;101;90.4;131.0;132.1;0.55;15;19;21.1;21.0;17.9;13319;12;0;0;256
2022:08:16:22:30:01,083;4;167;144.6;131.5;133.2;1.04;223;228;21.2;21.1;17.9;13319;12;0;0;256
2022:08:16:22:31:01,112;4;144;123.2;131.2;132.7;0.72;140;142;21.4;21.3;17.9;13319;12;0;0;256
2022:08:16:22:32:01,160;4;140;120.2;131.9;132.5;0.67;120;129;21.4;21.3;17.9;13319;12;0;0;256
2022:08:16:22:33:01,189;3;115;99.8;131.5;132.1;0.56;49;50;21.4;21.4;17.9;13319;12;0;0;256
2022:08:16:22:34:01,238;5;169;144.7;131.7;133.5;1.1;239;240;21.3;21.5;17.9;13319;12;0;0;256
2022:08:16:22:35:01,266;4;126;109.4;131.7;132.5;0.59;85;83;21.3;21.5;17.8;13319;12;0;0;256
2022:08:16:22:36:01,335;4;139;119.4;131.7;133.0;0.68;124;125;21.3;21.4;17.8;13319;12;0;0;256
2022:08:16:22:37:01,403;3;113;98.1;131.5;132.5;0.55;38;43;21.4;21.5;17.8;13319;12;0;0;256
2022:08:16:22:38:01,472;4;157;134.5;131.5;132.9;0.88;183;191;21.3;21.4;17.8;13319;12;0;0;256
2022:08:16:22:39:00,659;4;144;122.9;131.7;132.7;0.74;141;139;21.4;21.2;17.8;13319;12;0;0;256
2022:08:16:22:40:00,733;3;105;91.5;131.2;132.1;0.55;26;26;21.4;21.1;17.8;13319;12;0;0;256
2022:08:16:22:41:00,768;3;118;103.7;131.0;131.9;0.56;25;26;21.3;21.1;17.7;13319;12;8;0;256
2022:08:16:22:42:00,842;4;147;125.0;131.9;132.8;0.72;139;137;21.4;21.2;17.8;13319;12;0;0;256
2022:08:16:22:43:00,897;3;99;83.4;131.0;131.9;0.55;20;14;21.4;21.2;17.7;13319;12;0;0;256
2022:08:16:22:44:01,051;4;154;131.7;131.7;133.0;0.85;173;178;21.4;21.5;17.8;13319;12;0;0;256
2022:08:16:22:45:01,122;6;211;177.5;131.5;133.7;2.13;476;481;21.4;21.6;17.8;13319;12;0;0;256
2022:08:16:22:46:01,170;4;133;114.7;131.5;132.5;0.62;104;106;21.4;21.6;17.7;13319;12;0;0;256
2022:08:16:22:47:01,219;5;186;157.8;131.5;133.2;1.47;325;319;21.4;21.8;17.7;13319;12;0;0;256
2022:08:16:22:48:01,308;6;212;176.6;131.7;133.8;2.13;475;487;21.5;21.8;17.7;13319;12;0;0;256
2022:08:16:22:49:01,296;5;180;151.7;131.9;133.1;1.3;285;289;21.7;22.0;17.7;13319;12;0;0;256
2022:08:16:22:50:01,385;4;125;108.8;131.7;132.5;0.59;83;79;21.7;21.8;17.7;13319;12;0;0;256
2022:08:16:22:51:01,433;7;237;197.4;132.4;135.4;3.03;687;676;21.4;21.6;17.7;13319;12;0;0;256
2022:08:16:22:52:00,021;3;91;79.5;131.5;131.9;0.56;6;7;21.6;21.5;17.7;13319;12;0;0;256
2022:08:16:22:53:00,089;2;69;58.9;131.5;132.5;0.57;0;0;21.4;21.4;17.7;13319;12;8;0;256
2022:08:16:22:54:00,058;3;86;80.7;131.5;132.1;0.17;0;4;21.2;21.3;17.7;13319;12;1;0;0
2022:08:16:22:55:00,087;3;97;84.1;131.7;132.7;0.56;11;14;21.0;21.2;17.7;13319;12;0;0;256
2022:08:16:22:56:01,116;3;86;75.5;131.7;133.0;0.57;2;2;21.1;21.2;17.7;13319;12;8;0;256
2022:08:16:22:57:01,165;4;176;153.3;132.4;133.2;0.68;123;123;21.0;21.3;17.7;13319;12;8;0;256
2022:08:16:22:58:01,173;3;143;124.7;132.1;133.1;0.57;61;63;21.1;21.3;17.7;13319;12;8;0;256
2022:08:16:22:59:01,202;3;161;140.2;132.1;133.4;0.59;90;94;21.1;21.3;17.7;13319;12;8;0;256
2022:08:16:23:00:01,250;3;97;85.2;131.9;132.8;0.56;10;9;21.2;21.3;17.7;13319;12;0;0;256
2022:08:16:23:01:02,579;2;70;61.1;131.9;132.5;0.57;0;0;21.2;21.2;17.7;13319;12;8;0;256
2022:08:16:23:02:01,066;2;64;59.5;131.9;133.1;0.17;0;0;21.1;21.1;17.7;13319;12;1;0;0
2022:08:16:23:03:01,095;3;105;92.0;132.1;133.1;0.55;27;26;21.0;20.8;17.7;13319;12;0;0;256
2022:08:16:23:04:01,185;5;157;133.0;132.6;134.2;0.89;188;191;21.0;20.8;17.7;13319;12;0;0;256
2022:08:16:23:05:01,273;4;139;119.1;132.6;133.4;0.68;123;125;21.1;20.8;17.7;13319;12;0;0;256
2022:08:16:23:06:01,322;5;158;137.4;132.6;133.9;0.94;199;194;21.1;20.9;17.7;13319;12;0;0;256
2022:08:16:23:07:00,049;4;139;118.8;132.6;133.9;0.67;123;125;21.2;21.2;17.7;13319;12;0;0;256
2022:08:16:23:08:00,138;3;119;102.4;132.6;133.4;0.57;60;61;21.2;21.3;17.7;13319;12;0;0;256
2022:08:16:23:09:00,187;2;61;52.6;132.1;133.1;0.57;0;0;21.2;21.3;17.6;13319;12;8;0;256
2022:08:16:23:10:00,175;3;97;84.5;131.9;132.3;0.56;13;14;21.0;21.1;17.6;13319;12;0;0;256
2022:08:16:23:11:00,244;3;106;91.4;131.7;132.5;0.55;25;26;21.0;21.1;17.6;13319;12;0;0;256
2022:08:16:23:12:00,292;2;63;58.1;131.2;132.4;0.16;0;0;21.1;21.0;17.6;13319;12;1;0;0
2022:08:16:23:13:00,201;4;119;103.1;131.7;132.7;0.56;64;64;20.8;20.7;17.6;13319;12;0;0;256
2022:08:16:23:14:00,269;2;70;57.0;131.5;132.1;0.57;0;0;20.9;20.7;17.6;13319;12;8;0;256
2022:08:16:23:15:00,238;3;102;88.7;131.5;132.5;0.56;21;20;20.7;20.5;17.6;13319;12;0;0;256
2022:08:16:23:16:00,266;1;24;43.1;131.5;132.7;0.16;0;0;20.7;20.7;17.5;13319;12;1;0;0
2022:08:16:23:17:00,215;1;18;33.3;131.2;132.4;0.17;0;0;20.5;20.5;17.5;13319;12;1;0;0
2022:08:16:23:18:00,264;1;35;32.2;131.2;132.4;0.17;0;0;20.4;20.4;17.5;13319;12;1;0;0
2022:08:16:23:19:00,092;2;62;58.0;131.2;132.7;0.16;0;0;20.3;20.4;17.5;13319;12;1;0;0
2022:08:16:23:20:00,161;4;129;111.5;131.9;133.1;0.6;95;95;20.4;20.5;17.5;13319;12;0;0;256
2022:08:16:23:21:00,189;4;146;124.4;131.9;133.1;0.76;149;152;20.6;20.7;17.5;13319;12;0;0;256
2022:08:16:23:22:00,258;3;118;102.4;131.9;132.8;0.56;60;61;20.7;20.9;17.5;13319;12;0;0;256
2022:08:16:23:23:00,306;2;85;78.3;131.9;132.3;0.57;0;4;20.8;20.9;17.4;13319;12;0;0;256
2022:08:16:23:24:00,355;3;113;98.0;132.1;132.6;0.55;39;43;20.8;20.9;17.4;13319;12;0;0;256
2022:08:16:23:25:00,404;3;116;99.4;132.1;132.6;0.56;60;52;20.8;20.8;17.4;13319;12;0;0;256
2022:08:16:23:26:01,172;3;119;103.7;131.9;132.5;0.56;54;61;20.8;20.8;17.4;13319;12;0;0;256
2022:08:16:23:27:01,261;3;99;85.4;131.7;132.5;0.56;16;16;20.8;20.7;17.4;13319;12;0;0;256
2022:08:16:23:28:01,209;3;139;120.5;132.1;132.6;0.59;83;85;20.8;20.6;17.4;13319;12;0;0;256
2022:08:16:23:29:01,298;3;113;98.7;131.9;132.5;0.55;26;28;20.8;20.6;17.3;13319;12;0;0;256
2022:08:16:23:30:01,306;3;119;104.4;131.5;132.5;0.55;36;38;20.8;20.4;17.3;13319;12;0;0;256
2022:08:16:23:31:01,355;3;104;90.5;131.7;132.3;0.56;12;16;20.8;20.5;17.4;13319;12;0;0;256
2022:08:16:23:32:01,324;3;116;101.9;131.7;132.7;0.55;32;34;20.8;20.7;17.3;13319;12;0;0;256
2022:08:16:23:33:01,392;3;113;98.8;131.7;132.5;0.55;28;28;20.8;20.8;17.3;13319;12;0;0;256
2022:08:16:23:34:01,441;3;125;108.3;132.4;132.6;0.55;49;52;20.7;20.8;17.3;13319;12;0;0;256
2022:08:16:23:35:01,529;3;137;119.0;132.1;132.6;0.58;75;78;20.7;20.9;17.3;13319;12;0;0;256
2022:08:16:23:36:00,038;3;108;94.3;131.7;132.5;0.56;20;21;20.7;20.6;17.3;13319;12;0;0;256
2022:08:16:23:37:00,066;2;82;71.5;131.5;132.5;0.56;0;2;20.8;20.5;17.3;13319;12;0;0;256
2022:08:16:23:38:00,115;4;126;108.1;131.7;132.7;0.58;78;83;20.6;20.3;17.3;13319;12;0;0;256
2022:08:16:23:39:00,264;2;70;62.8;131.2;132.1;0.56;0;0;20.7;20.4;17.3;13319;12;8;0;256
2022:08:16:23:40:00,312;3;95;83.6;131.0;131.5;0.56;4;6;20.7;20.6;17.3;13319;12;8;0;256
2022:08:16:23:41:00,321;2;63;54.9;131.2;132.4;0.56;0;0;20.7;20.7;17.3;13319;12;8;0;256
2022:08:16:23:42:00,369;3;90;79.1;131.0;132.1;0.56;4;6;20.6;20.7;17.3;13319;12;0;0;256
2022:08:16:23:43:00,358;2;65;65.2;130.8;132.3;0.17;0;0;20.5;20.5;17.3;13319;12;1;0;0
2022:08:16:23:44:00,286;1;20;44.2;131.0;132.6;0.17;0;0;20.4;20.4;17.2;13319;12;1;0;0
2022:08:16:23:45:00,275;0;5;33.3;131.0;131.9;0.17;0;0;20.2;20.2;17.2;13319;12;1;0;0
2022:08:16:23:46:00,264;0;0;27.1;131.0;132.1;0.16;0;0;20.1;20.1;17.2;13319;12;1;0;0
2022:08:16:23:47:00,272;0;5;26.0;131.0;132.1;0.16;0;0;20.0;20.0;17.2;13319;12;1;0;0
2022:08:16:23:48:00,321;0;5;28.3;130.8;131.7;0.16;0;0;19.9;19.9;17.2;13319;12;1;0;0
2022:08:16:23:49:00,249;0;5;27.1;131.0;132.1;0.16;0;0;19.9;19.8;17.2;13319;12;1;0;0
2022:08:16:23:50:00,278;0;5;25.3;130.8;131.7;0.17;0;0;19.8;19.8;17.2;13319;12;1;0;0
2022:08:16:23:51:00,266;0;0;26.6;130.8;131.7;0.17;0;0;19.8;19.7;17.1;13319;12;1;0;0
2022:08:16:23:52:00,275;1;18;28.4;130.4;131.4;0.16;0;0;19.7;19.7;17.1;13319;12;1;0;0
2022:08:16:23:53:00,284;1;21;29.8;131.0;132.1;0.16;0;0;19.7;19.6;17.1;13319;12;1;0;0
2022:08:16:23:54:00,312;1;21;29.5;131.0;132.3;0.17;0;0;19.7;19.6;17.0;13319;12;1;0;0
2022:08:16:23:55:00,341;0;5;28.6;130.8;132.3;0.16;0;0;19.6;19.6;17.0;13319;12;1;0;0
2022:08:16:23:56:00,349;0;5;27.4;130.8;132.1;0.16;0;0;19.6;19.5;17.0;13319;12;1;0;0
2022:08:16:23:57:00,298;0;0;26.5;131.0;132.1;0.17;0;0;19.6;19.5;16.9;13319;12;1;0;0
2022:08:16:23:58:00,266;0;0;25.7;131.0;132.3;0.16;0;0;19.5;19.4;16.9;13319;12;1;0;0
2022:08:16:23:59:00,195;0;0;24.2;131.0;132.1;0.16;0;0;19.5;19.4;16.9;13319;12;1;0;0
2022:08:17:00:00:00,064;1;20;25.4;130.8;131.7;0.17;0;0;19.5;19.4;16.9;13319;12;1;0;0
2022:08:17:00:01:00,072;0;5;27.9;130.8;131.7;0.16;0;0;19.4;19.4;16.8;13319;12;1;0;0
2022:08:17:00:02:00,081;1;21;29.3;130.6;131.7;0.16;0;0;19.4;19.4;16.8;13319;12;1;0;0
2022:08:17:00:03:00,049;1;22;29.3;131.0;132.1;0.16;0;0;19.4;19.4;16.8;13319;12;1;0;0
2022:08:17:00:04:01,518;2;72;67.2;130.8;131.5;0.16;0;0;19.4;19.4;16.7;13319;12;1;0;0
2022:08:17:00:05:00,426;3;105;91.1;131.2;132.1;0.56;25;26;19.5;19.3;16.7;13319;12;0;0;256
2022:08:17:00:06:00,415;3;85;73.2;131.2;131.9;0.57;4;5;19.7;19.7;16.7;13319;12;0;0;256
2022:08:17:00:07:00,463;1;47;49.4;131.0;132.1;0.17;0;0;19.8;19.7;16.7;13319;12;1;0;0
2022:08:17:00:08:00,412;3;91;81.2;131.2;131.9;0.57;5;7;19.6;19.6;16.7;13319;12;0;0;256
2022:08:17:00:09:00,421;3;119;103.3;131.2;132.4;0.55;26;28;19.7;19.6;16.7;13319;12;8;0;256
2022:08:17:00:10:00,429;3;118;103.5;131.5;132.1;0.56;24;26;19.8;19.5;16.7;13319;12;8;0;256
2022:08:17:00:11:01,198;3;89;76.8;131.5;131.9;0.57;3;3;20.0;19.5;16.7;13319;12;8;0;256
2022:08:17:00:12:01,126;1;48;46.0;131.5;132.7;0.17;0;0;19.9;19.7;16.6;13319;12;1;0;0
2022:08:17:00:13:01,115;2;53;57.8;131.2;132.7;0.17;0;0;19.6;19.6;16.6;13319;12;1;0;0
2022:08:17:00:14:01,123;3;90;80.4;131.5;132.5;0.57;4;6;19.5;19.7;16.7;13319;12;0;0;256
2022:08:17:00:15:01,232;2;63;56.4;131.5;132.5;0.57;0;0;19.7;19.7;16.6;13319;12;8;0;256
2022:08:17:00:16:01,301;3;94;83.6;131.5;132.1;0.57;4;5;19.8;19.6;16.6;13319;12;8;0;256
2022:08:17:00:17:01,329;3;93;82.9;131.7;132.3;0.56;4;4;19.8;19.5;16.6;13319;12;8;0;256
2022:08:17:00:18:01,378;2;83;77.1;131.5;132.5;0.18;0;3;19.8;19.8;16.6;13319;12;1;0;0
2022:08:17:00:19:01,246;3;120;105.7;131.2;132.7;0.16;0;64;19.5;19.6;16.6;13319;12;0;0;0
2022:08:17:00:20:01,255;3;118;102.8;131.9;132.8;0.56;55;58;19.7;19.7;16.6;13319;12;0;0;256
2022:08:17:00:21:00,103;4;129;110.6;132.1;133.1;0.6;89;92;19.8;19.7;16.6;13319;12;0;0;256
2022:08:17:00:22:00,192;2;65;60.4;131.5;132.1;0.17;0;0;19.9;19.8;16.5;13319;12;1;0;0
2022:08:17:00:23:00,181;3;89;79.3;131.9;133.1;0.57;6;6;19.8;19.4;16.6;13319;12;0;0;256
2022:08:17:00:24:00,909;2;80;66.4;131.9;132.8;0.58;0;1;19.8;19.5;16.5;13319;12;8;0;256
2022:08:17:00:25:00,978;3;110;95.7;131.9;132.8;0.57;15;16;19.8;19.7;16.5;13319;12;8;0;256
2022:08:17:00:26:01,026;3;139;121.4;132.1;133.1;0.56;56;57;19.8;19.9;16.5;13319;12;8;0;256
2022:08:17:00:27:00,255;3;112;98.6;132.1;133.1;0.56;17;18;19.8;19.7;16.5;13319;12;8;0;256
2022:08:17:00:28:00,263;2;70;63.7;131.7;133.0;0.57;0;0;19.9;19.5;16.5;13319;12;8;0;256
2022:08:17:00:29:00,272;3;112;97.6;131.9;132.8;0.56;34;41;19.7;19.4;16.5;13319;12;0;0;256
2022:08:17:00:30:00,321;3;111;96.4;131.7;132.3;0.56;34;37;19.7;19.6;16.5;13319;12;0;0;256
2022:08:17:00:31:00,409;3;97;84.6;131.7;131.9;0.56;13;14;19.8;19.8;16.5;13319;12;0;0;256
2022:08:17:00:32:00,398;4;128;110.6;131.7;132.5;0.59;86;89;19.8;19.8;16.5;13319;12;0;0;256
2022:08:17:00:33:00,506;3;108;93.1;131.7;132.7;0.55;36;32;19.8;19.8;16.5;13319;12;0;0;256
2022:08:17:00:34:00,535;3;115;99.3;131.7;132.7;0.56;44;51;19.8;19.5;16.5;13319;12;0;0;256
2022:08:17:00:35:00,583;3;120;103.2;132.4;132.8;0.57;66;64;19.8;19.5;16.5;13319;12;0;0;256
2022:08:17:00:36:00,632;3;103;90.5;132.1;132.9;0.56;23;24;19.8;19.7;16.4;13319;12;0;0;256
2022:08:17:00:37:00,681;4;134;116.0;132.4;133.0;0.64;109;110;19.7;19.8;16.5;13319;12;0;0;256
2022:08:17:00:38:01,449;3;95;82.5;132.1;133.1;0.56;12;12;19.7;19.9;16.4;13319;12;0;0;256
2022:08:17:00:39:00,278;3;109;94.9;132.1;133.1;0.55;32;34;19.7;19.5;16.4;13319;12;0;0;256
2022:08:17:00:40:00,306;3;113;98.8;131.9;132.8;0.56;19;19;19.7;19.4;16.4;13319;12;8;0;256
2022:08:17:00:41:00,355;2;55;53.1;131.5;132.7;0.17;0;0;19.8;19.7;16.4;13319;12;1;0;0
2022:08:17:00:42:00,363;3;94;87.8;131.5;132.7;0.17;0;11;19.4;19.5;16.4;13319;12;1;0;0
2022:08:17:00:43:00,312;3;105;92.0;132.1;132.9;0.55;24;26;19.4;19.4;16.4;13319;12;0;0;256
2022:08:17:00:44:01,100;3;115;99.6;132.1;133.1;0.56;51;51;19.4;19.5;16.4;13319;12;0;0;256
2022:08:17:00:45:01,149;3;137;120.1;131.9;132.8;0.56;52;54;19.5;19.4;16.4;13319;12;8;0;256
2022:08:17:00:46:01,178;3;166;144.7;131.9;133.1;0.62;100;104;19.5;19.3;16.4;13319;12;8;0;256
2022:08:17:00:47:01,206;3;141;123.3;131.9;133.1;0.57;57;60;19.6;19.3;16.4;13319;12;8;0;256
2022:08:17:00:48:01,235;3;102;89.2;131.9;132.8;0.57;7;9;19.6;19.4;16.4;13319;12;8;0;256
2022:08:17:00:49:01,243;3;152;132.4;132.1;133.6;0.58;78;79;19.6;19.6;16.4;13319;12;8;0;256
2022:08:17:00:50:01,312;3;135;117.7;132.1;133.1;0.57;49;51;19.6;19.7;16.3;13319;12;8;0;256
